player_name,player_id,elo_rating,at_bats
"Alcantara, Sandy",645261,2193.638207531614,
"Bassitt, Chris",605135,2156.296696667415,
"Gallen, Zac",668678,2143.717500022607,
"Cole, Gerrit",543037,2135.547740187282,
"Eovaldi, Nathan",543135,2124.020998836396,
"Cease, Dylan",656302,2122.674623465763,
"Castillo, Luis",622491,2121.789884037354,
"Berríos, José",621244,2112.7643196236127,
"Gausman, Kevin",592332,2110.7272427639946,
"Bieber, Shane",669456,2109.374071953322,
"Burnes, Corbin",669203,2109.1302892973977,
"Ashcraft, Graham",668933,2106.4232618226697,
"McClanahan, Shane",663556,2098.0604877970077,
"Brown, Hunter",686613,2096.1765425285857,
"Keller, Mitch",656605,2088.510524537782,
"Gilbert, Logan",669302,2085.5429916878047,
"Cobb, Alex",502171,2080.999748351604,
"DeSclafani, Anthony",543101,2075.252371828462,
"Strider, Spencer",675911,2075.077900167834,
"Ryan, Joe",657746,2072.606453385746,
"Greene, Hunter",668881,2072.0220504680256,
"Elder, Bryce",693821,2071.379519364117,
"Darvish, Yu",506433,2071.1094175449425,
"Rodriguez, Eduardo",593958,2069.8771297107974,
"Gray, Sonny",543243,2069.2276097608715,
"Cabrera, Edward",665795,2066.030738521403,
"Kershaw, Clayton",477132,2064.286746535058,
"Valdez, Framber",664285,2063.811935480511,
"Javier, Cristian",664299,2061.9443062121445,
"Cortes, Nestor",641482,2061.0977415568623,
"Anderson, Tyler",542881,2056.769716014978,
"Allen, Logan",671106,2054.755010766365,
"Stroman, Marcus",573186,2054.311803834819,
"Ohtani, Shohei",660271,2049.1743782495314,205.0
"Ohtani, Shohei",660271,2049.1743782495314,205.0
"López, Pablo",641154,2047.1959937883407,
"Giolito, Lucas",608337,2045.6070111529232,
"Corbin, Patrick",571578,2039.6893988196243,
"Steele, Justin",657006,2038.8509232209094,
"Gibson, Kyle",502043,2036.4753214202938,
"Eflin, Zach",621107,2033.6545130575905,
"Gray, Josiah",680686,2032.4420473137563,
"Bello, Brayan",678394,2030.020004955593,
"Wells, Tyler",669330,2029.520996991194,
"Kirby, George",669923,2028.4781291949944,
"Contreras, Roansy",672710,2025.3615157477996,
"Kelly, Merrill",518876,2023.6048851996823,
"Gore, MacKenzie",669022,2023.473955858754,
"Bautista, Félix",642585,2023.388432079624,
"Wheeler, Zack",554430,2018.8808941276989,
"Brito, Jhony",666745,2017.5184861203397,
"Smyly, Drew",592767,2017.4226323157611,
"Clevinger, Mike",605182,2017.0270064934587,
"Dunning, Dane",641540,2016.6409973941782,
"Bird, Jake",656234,2015.5572818772366,
"Gray, Jon",592351,2014.461418379484,
"Germán, Domingo",593334,2013.6775975122828,
"Battenfield, Peyton",685410,2009.763536181121,
"Houck, Tanner",656557,2007.6237339251481,
"Kopech, Michael",656629,2007.550853875485,
"Freeland, Kyle",607536,2007.3729924734869,
"Garrett, Braxton",666129,2005.3631172015,
"Luzardo, Jesús",666200,2002.475508929456,
"Peralta, Freddy",642547,2002.0752509445692,
"Abreu, Bryan",650556,2001.0629567837775,
"Nola, Aaron",605400,1999.8060898393935,
"Abreu, Albert",656061,1999.5018667598058,
"Montgomery, Jordan",656756,1998.877095424209,
"Canning, Griffin",656288,1998.2523159608488,
"Heaney, Andrew",571760,1997.1404634188439,
"Hill, Rich",448179,1996.0638937044205,
"Detmers, Reid",672282,1995.2560232402748,
"Webb, Logan",657277,1993.5387217715572,
"Sale, Chris",519242,1992.6086283424493,
"Lynn, Lance",458681,1992.429051510432,
"Bradish, Kyle",680694,1991.2389299056583,
"Greinke, Zack",425844,1989.140408037253,
"Bibee, Tanner",676440,1988.605981784309,
"Flaherty, Jack",656427,1983.2624719062871,
"Senga, Kodai",673540,1982.411813857457,
"Kikuchi, Yusei",579328,1979.757939685649,
"Mikolas, Miles",571945,1978.932833029075,
"Sandoval, Patrick",663776,1978.6697005062952,
"Quantrill, Cal",615698,1978.0909442921823,
"Wacha, Michael",608379,1977.5073286777142,
"Brazoban, Huascar",623211,1975.7347089560621,
"Oviedo, Johan",670912,1975.499309239917,
"Bradley, Taj",671737,1974.7840456669114,
"Morton, Charlie",450203,1974.293983486648,
"Martinez, Nick",607259,1973.6899834176838,
"May, Dustin",669160,1973.172327319746,
"deGrom, Jacob",594798,1972.7658388605678,
"Gomber, Austin",596295,1969.1406887869546,
"Manoah, Alek",666201,1968.7938536131762,
"Pérez, Martín",527048,1967.7092447446043,
"Adam, Jason",592094,1965.5821586074824,
"Baumann, Mike",657508,1962.232107348488,
"Brogdon, Connor",641401,1959.6029290110928,
"Alzolay, Adbert",640470,1958.2189720389008,
"Beeks, Jalen",656222,1957.7233329359767,
"Nelson, Ryne",669194,1956.4001935663455,
"Kremer, Dean",665152,1956.27420148522,
"Cano, Yennier",666974,1956.0980323988217,
"Falter, Bailey",663559,1954.3982140221028,
"Snell, Blake",605483,1953.8534313170976,
"Megill, Tylor",656731,1953.7011218206853,
"Lyles, Jordan",543475,1952.918387777683,
"Fleming, Josh",676596,1952.5972009469774,
"Baker, Bryan",641329,1952.1491899822533,
"Rasmussen, Drew",656876,1950.9994265100804,
"Williams, Trevor",592866,1949.1083204130375,
"Urías, Julio",628711,1948.3262427027437,
"Sears, JP",676664,1947.9303459769592,
"Bickford, Phil",641360,1946.5857002408839,
"Matz, Steven",571927,1946.3605993577214,
"Brash, Matt",666374,1941.0838870933246,
"Anderson, Nick",623433,1941.0124498320793,
"Barnes, Matt",598264,1940.442949773724,
"Feltner, Ryan",663372,1940.1921332879597,
"Lauer, Eric",641778,1940.0994050999445,
"Chirinos, Yonny",630023,1938.5887990904423,
"Lugo, Seth",607625,1936.0129973147543,
"Gonzales, Marco",594835,1935.8499669763241,
"Ober, Bailey",641927,1935.5699279797177,
"Keller, Brad",641745,1934.439691550072,
"Walker, Taijuan",592836,1934.079083278493,
"Bielak, Brandon",656232,1933.972102947671,
"Almonte, Yency",622075,1932.413757803973,
"Lange, Alex",656638,1932.3394131296877,
"Strahm, Matt",621381,1927.8115405765584,
"Alexander, Tyler",641302,1927.6655361468213,
"Barlow, Scott",605130,1926.3302869471904,
