pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
SI,2023-05-24,90.0,-0.9,5.26,"Lindor, Francisco",596019,573186,field_out,hit_into_play,,,,,8,"Francisco Lindor grounds out sharply, second baseman Nico Hoerner to first baseman Matt Mervis.",R,L,R,CHC,NYM,X,4.0,ground_ball,0,0,2023,-1.11,0.27,0.22,1.91,,,,2,6,Top,148.95,153.85,,,571466,,,5.094057421118721,-131.10661408448328,-3.0181944386681003,-13.854624857259877,22.88040875701708,-28.667523090939,3.25,1.51,30.0,104.1,-2.0,90.0,2350.0,5.9,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.64,0.4,0.364,0.0,1.0,0.0,0.0,4.0,46,1,Sinker,3,2,2,3,2,3,2,3,Strategic,Standard,206.0,0.017,-0.104,Francisco,Lindor
SL,2023-05-24,84.3,-0.84,5.31,"Lindor, Francisco",596019,573186,field_out,hit_into_play,,,,,14,Francisco Lindor flies out to left fielder Ian Happ.,R,L,R,CHC,NYM,X,7.0,fly_ball,0,2,2023,0.49,-0.63,0.08,0.75,,,,2,3,Top,55.82,97.65,,,571466,,,1.176655827018412,-122.7681628898717,-2.993758728464936,4.72427444550513,23.51938295317182,-38.17537167012153,3.25,1.51,304.0,96.8,28.0,83.6,2697.0,5.7,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.81,0.306,0.477,0.0,1.0,0.0,0.0,5.0,20,4,Slider,0,2,2,0,2,0,2,0,Strategic,Standard,58.0,0.008,-0.058,Francisco,Lindor
FC,2023-05-24,88.7,-0.89,5.31,"Lindor, Francisco",596019,573186,,foul,,,,,14,Francisco Lindor flies out to left fielder Ian Happ.,R,L,R,CHC,NYM,S,,,0,2,2023,0.35,0.16,0.85,2.26,,,,2,3,Top,,,,,571466,,,3.498872811140542,-129.13529922366268,-1.7104626088085266,3.1574269180683565,27.800765205750764,-30.27084056985183,3.25,1.51,259.0,101.4,19.0,88.1,2598.0,6.0,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.53,,,,,,,,20,3,Cutter,0,2,2,0,2,0,2,0,Strategic,Standard,146.0,0.0,0.0,Francisco,Lindor
FS,2023-05-24,88.6,-0.89,5.29,"Lindor, Francisco",596019,573186,,foul,,,,,7,Francisco Lindor flies out to left fielder Ian Happ.,R,L,R,CHC,NYM,S,,,0,1,2023,-1.51,0.14,-0.73,1.58,,,,2,3,Top,,,,,571466,,,3.4992651619612856,-128.99334281750947,-3.2283058416276083,-17.5033382589735,29.51771269560253,-30.123635531026444,3.25,1.51,194.0,69.5,45.0,87.2,1707.0,5.6,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.88,,,,,,,,20,2,Split-Finger,0,2,2,0,2,0,2,0,Strategic,Standard,236.0,0.0,-0.025,Francisco,Lindor
SV,2023-05-24,83.6,-1.04,5.28,"Lindor, Francisco",596019,573186,,called_strike,,,,,8,Francisco Lindor flies out to left fielder Ian Happ.,R,L,R,CHC,NYM,S,,,0,0,2023,1.68,-0.19,-0.26,1.78,,,,2,3,Top,,,,,571466,,,-1.5109421560922471,-121.58520598156412,-1.1488410927162958,16.848022618632378,27.75990581930732,-34.06810755343599,3.23,1.51,,,,82.2,2918.0,5.7,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.76,,,,,,,,20,1,Slurve,0,2,2,0,2,0,2,0,Strategic,Standard,58.0,0.0,-0.021,Francisco,Lindor
FC,2023-05-24,89.1,-1.19,5.46,"Lindor, Francisco",596019,643410,strikeout,swinging_strike,,,,,14,Francisco Lindor strikes out swinging.,R,L,R,CHC,NYM,S,2.0,,3,2,2023,0.14,0.77,1.48,1.95,,,,1,9,Top,,,,,571466,,,6.299332655397022,-129.74677346260867,-4.291300577791859,0.3718230157587405,25.297104483932213,-22.76123206448029,3.25,1.51,,,,89.9,2253.0,6.6,718038,643410,571466,670223,663538,670156,621020,664023,643565,673548,53.9,,,0.0,1.0,0.0,0.0,,67,7,Cutter,4,2,2,4,2,4,2,4,Standard,Standard,184.0,0.023,-0.211,Francisco,Lindor
SL,2023-05-24,87.6,-0.98,5.23,"Lindor, Francisco",596019,573186,field_out,hit_into_play,,,,,14,"Francisco Lindor grounds out sharply, second baseman Nico Hoerner to first baseman Matt Mervis.",R,L,R,CHC,NYM,X,4.0,ground_ball,1,2,2023,0.3,-0.19,0.17,1.23,,,,1,1,Top,154.55,152.68,,,571466,,,2.1360995111708587,-127.60851744068952,-3.159046560743546,2.883638668560381,25.45507249804438,-33.868847196306106,3.25,1.51,16.0,101.1,-4.0,87.0,2627.0,5.8,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.7,0.337,0.314,0.0,1.0,0.0,0.0,2.0,2,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,86.0,0.015,-0.121,Francisco,Lindor
SI,2023-05-24,91.5,-0.93,5.3,"Lindor, Francisco",596019,573186,,foul,,,,,4,"Francisco Lindor grounds out sharply, second baseman Nico Hoerner to first baseman Matt Mervis.",R,L,R,CHC,NYM,S,,,1,1,2023,-0.79,0.42,-0.6,2.38,,,,1,1,Top,,,,,571466,,,2.524027792985388,-133.5090519138523,-2.5195185268653577,-10.083793703781316,22.98557650018975,-26.81900225508184,3.25,1.51,213.0,75.9,24.0,91.7,2242.0,5.8,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.67,,,,,,,,2,3,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,215.0,0.0,-0.044,Francisco,Lindor
FF,2023-05-24,92.0,-1.05,5.67,"Lindor, Francisco",596019,643410,,foul,,,,,11,Francisco Lindor strikes out swinging.,R,L,R,CHC,NYM,S,,,3,2,2023,-0.53,1.45,-0.9,2.6,,,,1,9,Top,,,,,571466,,,1.545923382926533,-133.876859372028,-5.087403917119198,-6.649189329289574,30.77704085941792,-13.862946090327862,3.25,1.51,302.0,94.4,38.0,92.3,1859.0,6.6,718038,643410,571466,670223,663538,670156,621020,664023,643565,673548,53.87,,,,,,,,67,6,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,209.0,0.0,0.0,Francisco,Lindor
FF,2023-05-24,90.8,-1.25,5.61,"Lindor, Francisco",596019,643410,,foul,,,,,8,Francisco Lindor strikes out swinging.,R,L,R,CHC,NYM,S,,,3,1,2023,-0.86,1.3,-0.1,1.68,,,,1,9,Top,,,,,571466,,,4.750217312644534,-131.9144586530203,-6.667759944156606,-11.05623159228439,30.37974107427023,-15.7362530526459,3.25,1.51,180.0,82.2,64.0,91.0,1921.0,6.7,718038,643410,571466,670223,663538,670156,621020,664023,643565,673548,53.81,,,,,,,,67,5,4-Seam Fastball,4,2,2,4,2,4,2,4,Standard,Standard,210.0,0.0,-0.069,Francisco,Lindor
