pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
SI,2023-05-24,91.3,-0.9,5.22,"Nimmo, Brandon",607043,573186,grounded_into_double_play,hit_into_play,,,,,8,"Brandon Nimmo grounds into a double play, pitcher Marcus Stroman to shortstop Dansby Swanson to first baseman Matt Mervis.   Francisco Alvarez out at 2nd.    Brandon Nimmo out at 1st.",R,L,R,CHC,NYM,X,1.0,ground_ball,1,2,2023,-1.02,0.25,-0.19,1.9,,,682626.0,0,6,Top,127.75,182.92,,,571466,,,3.929507316198637,-132.99436069012953,-3.0262919619492226,-12.974377218048607,27.862621217542216,-28.73198089489204,3.46,1.67,9.0,97.2,-12.0,90.7,2286.0,5.8,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.7,0.203,0.188,0.0,1.0,0.0,0.0,2.0,45,4,Sinker,3,2,2,3,2,3,2,3,Standard,Standard,207.0,0.122,-0.428,Brandon,Nimmo
SV,2023-05-24,83.8,-1.0,5.24,"Nimmo, Brandon",607043,573186,,foul_bunt,,,,,9,"Brandon Nimmo grounds into a double play, pitcher Marcus Stroman to shortstop Dansby Swanson to first baseman Matt Mervis.   Francisco Alvarez out at 2nd.    Brandon Nimmo out at 1st.",R,L,R,CHC,NYM,S,,,1,1,2023,1.33,0.28,0.51,1.62,,,682626.0,0,6,Top,,,,,571466,,,0.857461155358541,-122.1702523554826,-2.5510487169797846,13.196720129069137,23.06824823534745,-29.11886364664237,3.46,1.67,12.0,,,83.4,2615.0,5.8,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.67,,,,,,,,45,3,Slurve,3,2,2,3,2,3,2,3,Standard,Standard,56.0,0.0,-0.073,Brandon,Nimmo
SI,2023-05-24,90.8,-0.67,5.31,"Nimmo, Brandon",607043,573186,,foul_bunt,,,,,14,"Brandon Nimmo grounds into a double play, pitcher Marcus Stroman to shortstop Dansby Swanson to first baseman Matt Mervis.   Francisco Alvarez out at 2nd.    Brandon Nimmo out at 1st.",R,L,R,CHC,NYM,S,,,1,0,2023,-0.68,0.34,1.47,2.45,,,682626.0,0,6,Top,,,,,571466,,,6.765673990920411,-132.14186226396757,-1.9552935126315305,-9.459933850652034,28.94978668101572,-28.037446887853864,3.46,1.67,49.0,,,90.1,2377.0,5.9,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.6,,,,,,,,45,2,Sinker,3,2,2,3,2,3,2,3,Standard,Standard,201.0,0.0,-0.064,Brandon,Nimmo
SI,2023-05-24,91.4,-0.83,5.24,"Nimmo, Brandon",607043,573186,,ball,,,,,13,"Brandon Nimmo grounds into a double play, pitcher Marcus Stroman to shortstop Dansby Swanson to first baseman Matt Mervis.   Francisco Alvarez out at 2nd.    Brandon Nimmo out at 1st.",R,L,R,CHC,NYM,B,,,0,0,2023,-0.82,0.19,-1.44,2.48,,,682626.0,0,6,Top,,,,,571466,,,0.2367621178587365,-133.30891556131306,-1.5615087205072142,-9.908303201517397,25.720281206176328,-29.78507038112884,3.42,1.69,,,,91.4,2276.0,5.9,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.57,,,,,,,,45,1,Sinker,3,2,2,3,2,3,2,3,Standard,Standard,205.0,0.0,0.037,Brandon,Nimmo
FC,2023-05-24,89.4,-0.86,5.36,"Nimmo, Brandon",607043,573186,strikeout,swinging_strike,,,,,14,Brandon Nimmo strikes out swinging.,R,L,R,CHC,NYM,S,2.0,,0,2,2023,0.21,0.29,1.37,2.4,,,,1,3,Top,,,,,571466,,,4.99375089739164,-130.19444741531998,-1.8878782025805,1.3378929241204147,27.027396435944528,-28.73324820284909,3.46,1.67,,,,88.7,2739.0,5.8,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.7,,,0.0,1.0,0.0,0.0,,19,3,Cutter,0,2,2,0,2,0,2,0,Strategic,Standard,117.0,0.013,-0.107,Brandon,Nimmo
SV,2023-05-24,83.6,-1.15,5.24,"Nimmo, Brandon",607043,573186,,called_strike,,,,,7,Brandon Nimmo strikes out swinging.,R,L,R,CHC,NYM,S,,,0,1,2023,1.09,0.18,-0.4,1.57,,,,1,3,Top,,,,,571466,,,-0.4128986051546206,-121.7726692750647,-2.3582577468861268,10.862320692083562,24.898141220880344,-30.108957209920355,3.21,1.59,,,,82.5,2881.0,5.6,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.93,,,,,,,,19,2,Slurve,0,2,2,0,2,0,2,0,Strategic,Standard,57.0,0.0,-0.036,Brandon,Nimmo
SI,2023-05-24,92.5,-0.91,5.29,"Nimmo, Brandon",607043,573186,,called_strike,,,,,7,Brandon Nimmo strikes out swinging.,R,L,R,CHC,NYM,S,,,0,0,2023,-0.72,0.29,-0.78,1.77,,,,1,3,Top,,,,,571466,,,1.8781133721413383,-134.73052031512364,-3.841565624287304,-9.17294075854147,26.77386428022613,-28.08256454563779,3.32,1.68,,,,92.3,2306.0,5.9,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.57,,,,,,,,19,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,209.0,0.0,-0.028,Brandon,Nimmo
SL,2023-05-24,84.3,-1.06,5.41,"Nimmo, Brandon",607043,573186,strikeout,swinging_strike,,,,,14,Brandon Nimmo strikes out swinging.,R,L,R,CHC,NYM,S,2.0,,1,2,2023,0.25,-0.39,0.19,1.16,,,,0,1,Top,,,,,571466,,,2.3935067545330413,-122.92548709006527,-2.812657472432715,2.0852073806706954,22.044106879384344,-35.871889602962206,3.46,1.67,,,,83.8,2653.0,5.7,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.84,,,0.0,1.0,0.0,0.0,,1,4,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,67.0,0.022,-0.175,Brandon,Nimmo
SI,2023-05-24,90.6,-0.82,5.26,"Nimmo, Brandon",607043,573186,,foul,,,,,14,Brandon Nimmo strikes out swinging.,R,L,R,CHC,NYM,S,,,1,1,2023,-1.07,0.29,0.35,1.54,,,,0,1,Top,,,,,571466,,,5.149794545555131,-131.93794765896538,-4.0283116493891935,-13.541815008740206,25.53928042303512,-28.134174731518485,3.46,1.67,2.0,74.3,-37.0,90.2,2299.0,5.8,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.7,,,,,,,,1,3,Sinker,0,0,0,0,0,0,0,0,Strategic,Standard,226.0,0.0,-0.053,Brandon,Nimmo
FC,2023-05-24,89.8,-1.01,5.24,"Nimmo, Brandon",607043,573186,,ball,,,,,14,Brandon Nimmo strikes out swinging.,R,L,R,CHC,NYM,B,,,0,1,2023,0.25,0.35,1.38,1.63,,,,0,1,Top,,,,,571466,,,5.376557393789084,-130.77129714209798,-3.7509178308230178,1.866982978430252,24.38410130426996,-27.60653709888274,3.27,1.67,,,,89.8,2470.0,6.0,718038,573186,571466,670223,663538,670156,621020,664023,643565,673548,54.54,,,,,,,,1,2,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,209.0,0.0,0.03,Brandon,Nimmo
