pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
FF,2023-05-24,96.9,0.8,6.11,"Bichette, Bo",666182,663556,field_out,hit_into_play,,,,,13,"Bo Bichette grounds out, pitcher Shane McClanahan to first baseman Luke Raley.",R,R,L,TB,TOR,X,1.0,ground_ball,2,2,2023,0.73,1.49,-1.05,2.56,,,,1,6,Top,125.25,181.9,,,542194,,,-6.757647490488153,-140.82059088564648,-7.442562264272909,11.356307788988316,34.040944463764404,-10.80020361801598,3.68,1.71,10.0,73.2,-13.0,98.4,2267.0,7.4,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.14,0.069,0.067,0.0,1.0,0.0,0.0,2.0,45,5,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Strategic,143.0,0.01,-0.151,Bo,Bichette
FF,2023-05-24,98.6,0.64,6.28,"Bichette, Bo",666182,663556,,ball,,,,,13,"Bo Bichette grounds out, pitcher Shane McClanahan to first baseman Luke Raley.",R,R,L,TB,TOR,B,,,1,2,2023,0.81,1.51,-1.16,2.4,,,,1,6,Top,,,,,542194,,,-6.8735253291485465,-143.18868049579285,-8.696514267585806,12.723272402734002,35.36385428387489,-9.49954083455142,3.57,1.74,,,,99.9,2356.0,7.3,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.21,,,,,,,,45,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Strategic,142.0,0.0,0.03,Bo,Bichette
FF,2023-05-24,97.3,0.74,6.15,"Bichette, Bo",666182,663556,,foul_tip,,,,,5,"Bo Bichette grounds out, pitcher Shane McClanahan to first baseman Luke Raley.",R,R,L,TB,TOR,S,,,1,1,2023,0.9,1.42,-0.12,2.39,,,,1,6,Top,,,,,542194,,,-4.452035536237377,-141.44591816826548,-7.907242151048352,13.094326241444382,33.823625797318826,-11.516117169449297,3.68,1.71,,,,98.7,2207.0,7.2,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.28,,,,,,,,45,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,142.0,0.0,-0.044,Bo,Bichette
FF,2023-05-24,95.2,0.94,6.07,"Bichette, Bo",666182,663556,,swinging_strike,,,,,7,"Bo Bichette grounds out, pitcher Shane McClanahan to first baseman Luke Raley.",R,R,L,TB,TOR,S,,,1,0,2023,0.69,1.56,-0.36,2.09,,,,1,6,Top,,,,,542194,,,-5.028706457588964,-138.40715375242627,-8.464738959456334,9.946816021849846,31.05789792481202,-10.36211836979528,3.68,1.71,,,,96.9,2214.0,7.3,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.18,,,,,,,,45,2,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,144.0,0.0,-0.036,Bo,Bichette
CU,2023-05-24,84.4,1.1,6.06,"Bichette, Bo",666182,663556,,ball,,,,,12,"Bo Bichette grounds out, pitcher Shane McClanahan to first baseman Luke Raley.",R,R,L,TB,TOR,B,,,0,0,2023,-0.14,-0.59,1.16,3.85,,,,1,6,Top,,,,,542194,,,0.4534378640504447,-122.91147927605124,2.3825122470468845,-1.5581109755723102,22.61030754226506,-38.81123551632676,3.84,1.77,,,,86.0,2453.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.39,,,,,,,,45,1,Curveball,5,1,1,5,1,5,1,5,Standard,Standard,308.0,0.0,0.029,Bo,Bichette
CH,2023-05-24,85.4,1.3,6.02,"Bichette, Bo",666182,663556,double,hit_into_play,,,,,5,Bo Bichette doubles (11) on a sharp line drive to center fielder Jose Siri.,R,R,L,TB,TOR,X,8.0,line_drive,2,1,2023,1.49,0.1,0.13,2.56,,,,1,4,Top,172.49,72.17,,,542194,,,-5.842346051908399,-124.28230415844313,-2.04632364209499,16.592486879213702,25.83430057712621,-30.978307223452028,3.68,1.71,272.0,106.6,13.0,86.5,1661.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.4,0.857,0.862,1.25,1.0,1.0,1.0,5.0,27,4,Changeup,3,0,0,3,0,3,0,3,Standard,Standard,114.0,-0.037,0.395,Bo,Bichette
FF,2023-05-24,94.2,1.15,6.09,"Bichette, Bo",666182,663556,,called_strike,,,,,7,Bo Bichette doubles (11) on a sharp line drive to center fielder Jose Siri.,R,R,L,TB,TOR,S,,,2,0,2023,0.95,1.43,-0.54,2.17,,,,1,4,Top,,,,,542194,,,-6.6039769563508814,-136.84788153097517,-7.747216944711099,13.3607439490606,30.77466340534259,-12.700641808467603,3.89,1.78,,,,95.8,2217.0,7.3,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.16,,,,,,,,27,3,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,138.0,0.0,-0.045,Bo,Bichette
FF,2023-05-24,95.0,1.05,6.13,"Bichette, Bo",666182,663556,,ball,,,,,14,Bo Bichette doubles (11) on a sharp line drive to center fielder Jose Siri.,R,R,L,TB,TOR,B,,,1,0,2023,0.74,1.57,0.92,1.8,,,,1,4,Top,,,,,542194,,,-2.009055555446959,-138.0980826111768,-9.305558500966711,9.869123615835154,31.510054540278603,-10.159875796704968,3.85,1.78,,,,96.2,2197.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.39,,,,,,,,27,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,134.0,0.0,0.045,Bo,Bichette
FF,2023-05-24,94.4,1.06,6.25,"Bichette, Bo",666182,663556,,ball,,,,,12,Bo Bichette doubles (11) on a sharp line drive to center fielder Jose Siri.,R,R,L,TB,TOR,B,,,0,0,2023,1.01,1.42,1.38,3.13,,,,1,4,Top,,,,,542194,,,-1.448861749499521,-137.4747912132225,-5.653620021901812,13.152667676075946,31.088408935083617,-13.170651346755408,3.93,1.83,,,,95.8,2156.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.41,,,,,,,,27,1,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,144.0,0.0,0.029,Bo,Bichette
FF,2023-05-24,95.1,-1.5,5.8,"Bichette, Bo",666182,592094,single,hit_into_play,,,,,5,Bo Bichette singles on a line drive to right fielder Manuel Margot.,R,R,R,TB,TOR,X,9.0,line_drive,3,2,2023,-0.77,1.52,-0.21,2.91,,,,1,8,Top,183.29,80.56,,,542194,,,5.173181705599428,-138.2712032323027,-5.394887715827838,-11.02638149348766,31.502422102610744,-11.64363573296928,3.68,1.71,269.0,99.6,15.0,96.2,2762.0,7.0,718044,592094,542194,670042,670764,670623,677551,668227,642350,622534,53.48,0.717,0.683,0.9,1.0,1.0,0.0,4.0,62,9,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Strategic,210.0,-0.044,0.232,Bo,Bichette
