pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
FO,2023-05-24,88.2,-1.65,5.85,"Swanson, Dansby",621020,673540,field_out,hit_into_play,,,,,8,"Dansby Swanson grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,CHC,NYM,X,6.0,ground_ball,0,2,2023,-0.23,0.52,0.07,1.56,670223.0,571466.0,,2,4,Bot,108.36,162.33,,,682626,,,4.68912385595601,-128.3201933535534,-5.462721024011513,-3.513926088441607,26.7699398307978,-25.53344437933737,3.46,1.61,13.0,71.9,-6.0,88.9,2430.0,6.8,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.74,0.083,0.075,0.0,1.0,0.0,0.0,2.0,35,3,Forkball,3,2,3,2,2,3,3,2,Strategic,Standard,155.0,-0.054,-0.293,Dansby,Swanson
FO,2023-05-24,87.0,-1.88,5.88,"Swanson, Dansby",621020,673540,,called_strike,,,,,9,"Dansby Swanson grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,CHC,NYM,S,,,0,1,2023,0.09,0.27,0.36,1.63,670223.0,571466.0,,2,4,Bot,,,,,682626,,,5.213694380666266,-126.56911273211178,-4.565262755972194,-0.1204031797677442,26.91632775617972,-28.57120608200397,3.49,1.64,,,,87.5,2370.0,6.7,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.82,,,,,,,,35,2,Forkball,3,2,3,2,2,3,3,2,Standard,Standard,115.0,0.0,-0.181,Dansby,Swanson
ST,2023-05-24,83.4,-1.73,5.96,"Swanson, Dansby",621020,673540,,swinging_strike,,,,,9,"Dansby Swanson grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,CHC,NYM,S,,,0,0,2023,1.18,-0.63,0.4,2.14,670223.0,571466.0,,2,4,Bot,,,,,682626,,,2.5835160478949484,-121.26567286106226,-0.94024822676965,10.847178655500825,28.769809060271932,-38.322926138694015,3.46,1.61,,,,82.8,2608.0,6.4,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,54.06,,,,,,,,35,1,Sweeper,3,2,3,2,2,3,3,2,Standard,Standard,45.0,0.0,-0.071,Dansby,Swanson
FF,2023-05-24,96.6,-2.08,5.76,"Swanson, Dansby",621020,673540,double,hit_into_play,,,,,4,Dansby Swanson doubles (12) on a line drive to right fielder Starling Marte.   Nico Hoerner scores.,R,R,R,CHC,NYM,X,9.0,line_drive,3,2,2023,-0.68,1.11,-0.57,2.52,,,663538.0,1,3,Bot,190.46,138.48,,,682626,,,5.616611502734367,-140.6954958751732,-5.711162978250334,-10.205107943593427,26.97608372177821,-16.309472895104523,3.46,1.61,182.0,77.1,16.0,97.7,2263.0,6.5,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.98,0.814,0.746,1.25,1.0,1.0,1.0,4.0,23,6,4-Seam Fastball,0,2,0,2,2,1,1,2,Standard,Standard,216.0,0.132,0.848,Dansby,Swanson
FC,2023-05-24,90.2,-1.9,5.9,"Swanson, Dansby",621020,673540,,foul,,,,,7,Dansby Swanson doubles (12) on a line drive to right fielder Starling Marte.   Nico Hoerner scores.,R,R,R,CHC,NYM,S,,,3,1,2023,0.3,0.87,-0.29,1.76,,,663538.0,1,3,Bot,,,,,682626,,,3.3897834526441155,-131.38461771218545,-6.330840732972026,2.9377061162712303,23.305939992112197,-21.00669893116364,3.46,1.61,4.0,80.7,-24.0,91.4,2475.0,6.6,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.88,,,,,,,,23,5,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,197.0,0.0,-0.069,Dansby,Swanson
FC,2023-05-24,90.9,-1.93,5.94,"Swanson, Dansby",621020,673540,,ball,,,,,14,Dansby Swanson doubles (12) on a line drive to right fielder Starling Marte.   Nico Hoerner scores.,R,R,R,CHC,NYM,B,,,2,1,2023,0.16,0.79,1.23,2.38,,,663538.0,1,3,Bot,,,,,682626,,,7.601595246889748,-132.33856510893037,-4.862490476467544,0.6058035100186635,22.81665244100213,-22.007473046837607,3.54,1.72,,,,92.1,2490.0,6.5,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.97,,,,,,,,23,4,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,195.0,0.0,0.11,Dansby,Swanson
FC,2023-05-24,90.7,-1.78,5.9,"Swanson, Dansby",621020,673540,,swinging_strike,,,,,14,Dansby Swanson doubles (12) on a line drive to right fielder Starling Marte.   Nico Hoerner scores.,R,R,R,CHC,NYM,S,,,2,0,2023,0.0,0.7,0.43,0.96,,,663538.0,1,3,Bot,,,,,682626,,,5.548975781936882,-131.87387498108978,-8.007086874886335,-1.12165117602416,25.62209588450241,-22.57212447110796,3.46,1.61,,,,91.5,2469.0,6.6,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.89,,,,,,,,23,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,193.0,0.0,-0.084,Dansby,Swanson
FC,2023-05-24,91.8,-1.92,5.83,"Swanson, Dansby",621020,673540,,blocked_ball,,,,,14,Dansby Swanson doubles (12) on a line drive to right fielder Starling Marte.   Nico Hoerner scores.,R,R,R,CHC,NYM,B,,,1,0,2023,-0.04,0.97,0.98,0.4,,,663538.0,1,3,Bot,,,,,682626,,,7.44250248081422,-133.21902056633547,-9.992959641265267,-2.038217387971213,27.85508501848037,-18.676741889423774,3.5,1.68,,,,92.1,2416.0,6.6,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,53.93,,,,,,,,23,2,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,206.0,0.0,0.069,Dansby,Swanson
ST,2023-05-24,83.0,-2.06,5.75,"Swanson, Dansby",621020,673540,,blocked_ball,,,,,14,Dansby Swanson doubles (12) on a line drive to right fielder Starling Marte.   Nico Hoerner scores.,R,R,R,CHC,NYM,B,,,0,0,2023,0.77,-0.48,1.1,-0.49,,,663538.0,1,3,Bot,,,,,682626,,,5.742988689752765,-120.73153654558588,-6.883683659172831,6.40197269251719,23.43941646561765,-35.751906956081164,3.54,1.72,,,,83.3,2685.0,6.5,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,54.01,,,,,,,,23,1,Sweeper,0,2,0,2,2,0,0,2,Standard,Standard,31.0,0.0,0.046,Dansby,Swanson
FF,2023-05-24,95.3,-2.49,5.49,"Swanson, Dansby",621020,622098,field_out,hit_into_play,,,,,2,Dansby Swanson flies out sharply to center fielder Brandon Nimmo.,R,R,R,CHC,NYM,X,8.0,fly_ball,0,2,2023,-0.47,1.45,0.22,3.22,,,670156.0,1,6,Bot,131.82,54.72,,,682626,,,8.132402875767923,-138.4849401465258,-3.5371462485748166,-7.936930734951151,32.49119662104343,-12.956788740037666,3.46,1.61,357.0,104.4,30.0,94.7,2382.0,6.1,718038,622098,682626,624413,643446,683146,596019,592192,607043,516782,54.36,0.869,1.746,0.0,1.0,0.0,0.0,6.0,50,5,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,212.0,-0.015,-0.197,Dansby,Swanson
CH,2023-05-24,84.9,-2.54,5.26,"Swanson, Dansby",621020,622098,,foul,,,,,13,Dansby Swanson flies out sharply to center fielder Brandon Nimmo.,R,R,R,CHC,NYM,S,,,0,2,2023,-1.22,0.65,-0.98,2.24,,,670156.0,1,6,Bot,,,,,682626,,,6.0826829593072365,-123.61563847121116,-2.0670489979683198,-13.693584959262784,23.1361105029032,-25.27879803533285,3.46,1.61,203.0,68.0,34.0,85.1,1798.0,6.3,718038,622098,682626,624413,643446,683146,596019,592192,607043,516782,54.23,,,,,,,,50,4,Changeup,4,2,4,2,2,4,4,2,Standard,Standard,245.0,0.0,0.0,Dansby,Swanson
FF,2023-05-24,95.2,-2.34,5.54,"Swanson, Dansby",621020,622098,,foul,,,,,6,Dansby Swanson flies out sharply to center fielder Brandon Nimmo.,R,R,R,CHC,NYM,S,,,0,2,2023,-0.42,1.51,0.3,2.68,,,670156.0,1,6,Bot,,,,,682626,,,7.835122446163607,-138.28537512005278,-5.202418417163669,-7.198405024420364,32.17118610829246,-11.817507611706558,3.46,1.61,,,,94.6,2457.0,6.1,718038,622098,682626,624413,643446,683146,596019,592192,607043,516782,54.39,,,,,,,,50,3,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,214.0,0.0,0.0,Dansby,Swanson
FF,2023-05-24,94.2,-2.53,5.45,"Swanson, Dansby",621020,622098,,swinging_strike,,,,,1,Dansby Swanson flies out sharply to center fielder Brandon Nimmo.,R,R,R,CHC,NYM,S,,,0,1,2023,-0.56,1.42,-0.65,3.45,,,670156.0,1,6,Bot,,,,,682626,,,6.075965543847093,-137.06570516584225,-2.613735142342388,-8.359959711344162,30.51816413049156,-13.89678201052194,3.46,1.61,,,,93.8,2389.0,6.1,718038,622098,682626,624413,643446,683146,596019,592192,607043,516782,54.44,,,,,,,,50,2,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,213.0,0.0,-0.061,Dansby,Swanson
SL,2023-05-24,82.9,-2.5,5.44,"Swanson, Dansby",621020,622098,,foul,,,,,13,Dansby Swanson flies out sharply to center fielder Brandon Nimmo.,R,R,R,CHC,NYM,S,,,0,0,2023,0.58,0.31,-0.03,1.44,,,670156.0,1,6,Bot,,,,,682626,,,4.504722597667653,-120.59498073969904,-3.2306947461304167,4.690657024706645,24.492826991573665,-28.749398105739814,3.46,1.61,2.0,57.3,-35.0,82.6,2689.0,6.2,718038,622098,682626,624413,643446,683146,596019,592192,607043,516782,54.28,,,,,,,,50,1,Slider,4,2,4,2,2,4,4,2,Standard,Standard,85.0,0.0,-0.054,Dansby,Swanson
FC,2023-05-24,88.6,-1.88,6.05,"Swanson, Dansby",621020,673540,force_out,hit_into_play,,,,,9,"Dansby Swanson grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Miles Mastrobuoni out at 2nd.    Dansby Swanson to 1st.",R,R,R,CHC,NYM,X,6.0,ground_ball,1,0,2023,0.04,0.91,0.29,2.18,,,670156.0,1,1,Bot,122.7,140.83,,,682626,,,5.2206393674236935,-128.93494018181488,-5.293494588202968,-0.6522530159359826,26.550783730757995,-21.14510725752514,3.46,1.61,5.0,64.7,-24.0,88.7,2493.0,6.3,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,54.2,0.06,0.054,0.0,1.0,0.0,0.0,2.0,6,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192.0,-0.028,-0.441,Dansby,Swanson
FC,2023-05-24,89.6,-2.03,5.95,"Swanson, Dansby",621020,673540,,ball,,,,,2,"Dansby Swanson grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Miles Mastrobuoni out at 2nd.    Dansby Swanson to 1st.",R,R,R,CHC,NYM,B,,,0,0,2023,0.14,1.22,-0.22,3.46,,,670156.0,1,1,Bot,,,,,682626,,,4.182167105650083,-130.48166302382714,-2.730730898331758,0.6835023577435329,28.03324228319824,-17.92950800520067,3.52,1.68,,,,89.6,2476.0,6.3,718038,673540,682626,624413,643446,683146,596019,592192,607043,516782,54.22,,,,,,,,6,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,195.0,0.0,0.046,Dansby,Swanson
FF,2023-05-23,93.0,-2.19,5.79,"Swanson, Dansby",621020,656731,single,hit_into_play,,,,,8,Dansby Swanson singles on a sharp ground ball to right fielder Starling Marte.   Matt Mervis scores.    Nico Hoerner to 2nd.,R,R,R,CHC,NYM,X,9.0,ground_ball,1,1,2023,-0.58,0.83,0.0,2.16,670223.0,,663538.0,2,4,Bot,173.17,119.32,,,596142,,,7.016022389693188,-135.35893587694358,-5.520766762237417,-8.561915143406617,26.36295085180497,-20.90886400240997,3.44,1.59,128.0,106.5,5.0,95.2,2056.0,7.3,718055,656731,596142,624413,500871,683146,596019,502054,607043,516782,53.19,0.606,0.606,0.9,1.0,1.0,0.0,4.0,35,3,4-Seam Fastball,5,1,5,1,1,6,6,1,Standard,Standard,213.0,0.032,1.004,Dansby,Swanson
