pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
SI,2023-05-24,93.9,-1.62,5.82,"Bregman, Alex",608324,605288,,called_strike,,,,,8,Alex Bregman flies out to right fielder Brian Anderson.,R,R,R,MIL,HOU,S,,,1,0,2023,-1.43,0.65,0.01,1.32,,,,1,1,Top,,,,,661388,,,7.408537943099732,-136.4617005467091,-7.405576061592472,-19.5311729705871,28.737429585390945,-22.59215631690388,3.07,1.37,,,,94.4,2024.0,6.6,718046,605288,661388,642133,668930,680911,642715,592885,686894,605119,53.92,,,,,,,,2,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,229.0,0.0,-0.036,Alex,Bregman
FF,2023-05-24,95.3,-1.36,6.07,"Bregman, Alex",608324,605288,,ball,,,,,14,Alex Bregman flies out to right fielder Brian Anderson.,R,R,R,MIL,HOU,B,,,0,0,2023,-1.01,1.59,0.97,1.97,,,,1,1,Top,,,,,661388,,,8.428098953155569,-138.345787874424,-8.7464879257711,-14.867042607647765,31.667912610420554,-9.946292371943684,3.15,1.4,,,,95.8,2327.0,6.8,718046,605288,661388,642133,668930,680911,642715,592885,686894,605119,53.73,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.0,0.029,Alex,Bregman
FF,2023-05-23,90.7,-2.04,5.53,"Bregman, Alex",608324,607067,field_out,hit_into_play,,,,,2,Alex Bregman flies out to center fielder Joey Wiemer.,R,R,R,MIL,HOU,X,8.0,fly_ball,1,2,2023,-0.37,1.23,0.07,2.9,,,,0,6,Top,95.91,63.41,,,605170,,,6.0970977642226405,-131.9242804606668,-3.2939932717950207,-5.575726042524898,28.12539570212532,-17.28131759994638,3.07,1.46,344.0,90.1,27.0,91.3,2012.0,6.7,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.8,0.117,0.172,0.0,1.0,0.0,0.0,3.0,40,4,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,213.0,0.03,-0.175,Alex,Bregman
FC,2023-05-23,84.8,-2.14,5.5,"Bregman, Alex",608324,607067,,foul,,,,,6,Alex Bregman flies out to center fielder Joey Wiemer.,R,R,R,MIL,HOU,S,,,1,1,2023,0.17,0.23,0.65,2.13,,,,0,6,Top,,,,,605170,,,6.19499479542132,-123.4332969198126,-2.048210790597129,0.5761847077410795,23.61285895119133,-29.590466501772763,3.07,1.46,3.0,66.6,-41.0,85.4,2124.0,6.5,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.95,,,,,,,,40,3,Cutter,2,0,0,2,0,2,0,2,Standard,Standard,162.0,0.0,-0.053,Alex,Bregman
CU,2023-05-23,79.3,-2.09,5.71,"Bregman, Alex",608324,607067,,ball,,,,,14,Alex Bregman flies out to center fielder Joey Wiemer.,R,R,R,MIL,HOU,B,,,0,1,2023,0.75,-0.87,0.14,1.12,,,,0,6,Top,,,,,605170,,,3.489037351340091,-115.491496181724,-1.6068968028496338,5.938204919380852,23.49487894466259,-39.77888913836875,3.01,1.46,,,,79.4,2231.0,6.5,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.96,,,,,,,,40,2,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,48.0,0.0,0.03,Alex,Bregman
FC,2023-05-23,85.0,-2.11,5.62,"Bregman, Alex",608324,607067,,called_strike,,,,,5,Alex Bregman flies out to center fielder Joey Wiemer.,R,R,R,MIL,HOU,S,,,0,0,2023,0.43,0.65,-0.12,2.5,,,,0,6,Top,,,,,605170,,,3.8113380582697456,-123.74669408887031,-2.279588353860692,3.645633221351668,25.60933046931342,-25.246505680776803,3.01,1.46,,,,85.4,2103.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.89,,,,,,,,40,1,Cutter,2,0,0,2,0,2,0,2,Standard,Standard,181.0,0.0,-0.037,Alex,Bregman
SI,2023-05-23,91.4,-2.15,5.52,"Bregman, Alex",608324,607067,walk,ball,,,,,14,Alex Bregman walks.   Jose Altuve to 2nd.,R,R,R,MIL,HOU,B,,,3,1,2023,-1.27,0.84,0.31,1.36,,,514888.0,2,3,Top,,,,,605170,,,8.966791898052175,-132.67914580215566,-6.414917787679183,-16.860162005279435,27.505577729009072,-21.06161379873824,3.17,1.53,,,,91.9,2136.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.86,,,0.7,1.0,0.0,0.0,,19,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,216.0,-0.022,0.125,Alex,Bregman
FF,2023-05-23,92.3,-2.04,5.51,"Bregman, Alex",608324,607067,,ball,,,,,12,Alex Bregman walks.   Jose Altuve to 2nd.,R,R,R,MIL,HOU,B,,,2,1,2023,-0.66,1.28,0.22,3.36,,,514888.0,2,3,Top,,,,,605170,,,7.237117346949991,-134.29498423835423,-2.443534077468414,-9.52250812194758,28.38931826243608,-16.360044718607902,2.98,1.46,,,,92.9,2196.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.89,,,,,,,,19,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.0,0.081,Alex,Bregman
SI,2023-05-23,91.5,-2.09,5.44,"Bregman, Alex",608324,607067,,ball,,,,,13,Alex Bregman walks.   Jose Altuve to 2nd.,R,R,R,MIL,HOU,B,,,1,1,2023,-1.3,0.8,-0.36,1.35,,,514888.0,2,3,Top,,,,,605170,,,7.227217697002207,-133.04290033037037,-6.2368140001440535,-17.017976567754808,28.65674555943488,-21.44588530843057,3.23,1.59,,,,92.1,2205.0,6.7,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.78,,,,,,,,19,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,219.0,0.0,0.034,Alex,Bregman
SI,2023-05-23,91.7,-2.22,5.48,"Bregman, Alex",608324,607067,,called_strike,,,,,5,Alex Bregman walks.   Jose Altuve to 2nd.,R,R,R,MIL,HOU,S,,,1,0,2023,-1.2,0.94,0.2,2.14,,,514888.0,2,3,Top,,,,,605170,,,8.805717673949403,-133.28574575157202,-4.635396009374507,-16.247580595896963,28.41719874552465,-20.189410964414936,2.98,1.46,,,,92.4,2146.0,6.7,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.75,,,,,,,,19,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.0,-0.036,Alex,Bregman
FC,2023-05-23,86.4,-2.22,5.52,"Bregman, Alex",608324,607067,,ball,,,,,12,Alex Bregman walks.   Jose Altuve to 2nd.,R,R,R,MIL,HOU,B,,,0,0,2023,0.43,0.55,1.37,2.48,,,514888.0,2,3,Top,,,,,605170,,,7.685420915244197,-125.57130649005778,-2.118907784117664,3.00090732763832,25.959295681096453,-26.127453738750773,3.01,1.46,,,,86.7,2205.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.93,,,,,,,,19,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,166.0,0.0,0.027,Alex,Bregman
SL,2023-05-23,80.8,-2.77,4.88,"Bregman, Alex",608324,657265,strikeout,called_strike,,,,,1,Alex Bregman called out on strikes.,R,R,R,MIL,HOU,S,2.0,,1,2,2023,1.63,0.37,-0.59,2.9,,,,1,8,Top,,,,,605170,,,1.7819792046904173,-117.64480667562992,1.5759638374352425,14.797621265984573,22.928359176072508,-29.26582912234713,2.98,1.46,,,,82.0,2889.0,7.1,718056,657265,605170,642133,668930,680911,642715,592885,686894,605119,53.37,,,0.0,1.0,0.0,0.0,,56,4,Slider,2,0,0,2,0,2,0,2,Standard,Standard,78.0,0.023,-0.121,Alex,Bregman
SL,2023-05-23,81.6,-2.78,4.78,"Bregman, Alex",608324,657265,,foul,,,,,3,Alex Bregman called out on strikes.,R,R,R,MIL,HOU,S,,,1,1,2023,1.61,0.57,0.56,3.0,,,,1,8,Top,,,,,605170,,,4.470086297600514,-118.78422055645298,1.5433932542938904,14.272647915341226,23.81378057575549,-27.363229978391303,3.07,1.46,114.0,70.7,11.0,82.3,2934.0,6.9,718056,657265,605170,642133,668930,680911,642715,592885,686894,605119,53.62,,,,,,,,56,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,70.0,0.0,-0.044,Alex,Bregman
FF,2023-05-23,94.8,-1.97,5.64,"Bregman, Alex",608324,607067,strikeout,swinging_strike,,,,,14,Alex Bregman strikes out swinging.,R,R,R,MIL,HOU,S,2.0,,2,2,2023,-0.58,1.03,0.96,2.1,,,,1,1,Top,,,,,605170,,,9.016794093757696,-137.7932383508233,-5.972198077272603,-9.189707122739208,26.67288002913956,-17.89951221460136,3.07,1.46,,,,96.0,2128.0,6.7,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.76,,,0.0,1.0,0.0,0.0,,2,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215.0,0.015,-0.151,Alex,Bregman
FC,2023-05-23,85.5,-2.13,5.52,"Bregman, Alex",608324,607067,,swinging_strike,,,,,6,Alex Bregman strikes out swinging.,R,R,R,MIL,HOU,S,,,2,1,2023,0.3,0.36,0.73,2.3,,,,1,1,Top,,,,,605170,,,6.164626973210453,-124.46807523659146,-2.0812942582531413,1.9845802200807143,23.249936625947164,-28.18447047609136,3.07,1.46,,,,86.3,2174.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.87,,,,,,,,2,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,155.0,0.0,-0.05,Alex,Bregman
FF,2023-05-23,91.2,-2.17,5.31,"Bregman, Alex",608324,657265,,ball,,,,,12,Alex Bregman called out on strikes.,R,R,R,MIL,HOU,B,,,0,1,2023,-0.73,1.17,0.57,3.42,,,,1,8,Top,,,,,605170,,,8.44998129640505,-132.675973980845,-1.407948072763884,-10.351119391023966,26.6185587179196,-18.23981571818727,3.12,1.46,,,,91.5,2377.0,6.4,718056,657265,605170,642133,668930,680911,642715,592885,686894,605119,54.13,,,,,,,,56,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,221.0,0.0,0.021,Alex,Bregman
SI,2023-05-23,92.0,-2.27,5.52,"Bregman, Alex",608324,607067,,ball,,,,,11,Alex Bregman strikes out swinging.,R,R,R,MIL,HOU,B,,,1,1,2023,-1.26,0.72,-1.07,3.26,,,,1,1,Top,,,,,605170,,,5.823210779993692,-133.98473282469595,-1.4878887599246773,-16.400857970422184,28.158783388786706,-23.397472337316287,3.04,1.46,,,,92.7,2209.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.87,,,,,,,,2,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,214.0,0.0,0.036,Alex,Bregman
FF,2023-05-23,92.1,-2.4,5.16,"Bregman, Alex",608324,657265,,foul,,,,,2,Alex Bregman called out on strikes.,R,R,R,MIL,HOU,S,,,0,0,2023,-0.88,1.26,0.24,2.78,,,,1,8,Top,,,,,605170,,,8.715402665471395,-133.99557679906565,-2.999164166146414,-12.431929815081666,26.784787012946172,-16.52234486425722,3.07,1.46,213.0,75.0,38.0,93.4,2449.0,6.9,718056,657265,605170,642133,668930,680911,642715,592885,686894,605119,53.58,,,,,,,,56,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,230.0,0.0,-0.028,Alex,Bregman
FC,2023-05-23,85.0,-2.08,5.55,"Bregman, Alex",608324,607067,,ball,,,,,14,Alex Bregman strikes out swinging.,R,R,R,MIL,HOU,B,,,0,1,2023,0.76,-0.05,2.45,-0.75,,,,1,1,Top,,,,,605170,,,9.135820724245306,-123.17158999497474,-8.304225889616685,5.745357408763747,26.73107821903986,-31.021627174625984,3.07,1.46,,,,85.4,2188.0,7.0,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.54,,,,,,,,2,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,38.0,0.0,0.021,Alex,Bregman
FC,2023-05-23,86.8,-2.1,5.64,"Bregman, Alex",608324,607067,,called_strike,,,,,3,Alex Bregman strikes out swinging.,R,R,R,MIL,HOU,S,,,0,0,2023,0.39,0.22,0.71,2.55,,,,1,1,Top,,,,,605170,,,5.936102919212251,-126.30359271206356,-1.64477935489246,2.9776850699280515,26.28674500526745,-29.693697779549577,3.04,1.46,,,,87.2,2186.0,6.6,718056,607067,605170,642133,668930,680911,642715,592885,686894,605119,53.92,,,,,,,,2,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,177.0,0.0,-0.028,Alex,Bregman
FC,2023-05-22,92.9,-0.58,5.83,"Bregman, Alex",608324,669203,field_out,hit_into_play,,,,,6,Alex Bregman flies out to center fielder Tyrone Taylor.,R,R,R,MIL,HOU,X,8.0,fly_ball,2,1,2023,0.39,1.11,0.4,2.13,,,,0,5,Top,130.46,60.5,,,661388,,,1.6744635377474026,-135.34746474347182,-6.216500293909244,4.4665842450197655,27.310773125525028,-17.42215385564025,3.09,1.46,343.0,95.7,36.0,93.9,2534.0,6.6,718068,669203,661388,642133,668930,680911,642715,592885,621438,605119,53.85,0.149,0.245,0.0,1.0,0.0,0.0,3.0,36,4,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,183.0,0.011,-0.278,Alex,Bregman
FC,2023-05-22,93.1,-0.67,5.83,"Bregman, Alex",608324,669203,,called_strike,,,,,12,Alex Bregman flies out to center fielder Tyrone Taylor.,R,R,R,MIL,HOU,S,,,2,0,2023,0.16,1.45,0.98,2.54,,,,0,5,Top,,,,,661388,,,3.893142924713536,-135.5470305231378,-5.95494932955685,1.235626090712438,27.327425040611736,-13.156704173896268,3.09,1.42,,,,94.0,2590.0,6.6,718068,669203,661388,642133,668930,680911,642715,592885,621438,605119,53.87,,,,,,,,36,3,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,196.0,0.0,-0.062,Alex,Bregman
CU,2023-05-22,79.0,-0.5,5.92,"Bregman, Alex",608324,669203,,ball,,,,,14,Alex Bregman flies out to center fielder Tyrone Taylor.,R,R,R,MIL,HOU,B,,,1,0,2023,0.76,-1.05,1.02,0.78,,,,0,5,Top,,,,,661388,,,1.8887308555438664,-114.97666943095446,-2.3899970395238355,6.329336955808569,22.930748312516037,-41.194232651638025,3.09,1.46,,,,79.3,2742.0,6.7,718068,669203,661388,642133,668930,680911,642715,592885,621438,605119,53.83,,,,,,,,36,2,Curveball,1,4,4,1,4,1,4,1,Standard,Standard,51.0,0.0,0.066,Alex,Bregman
FC,2023-05-22,92.8,-0.69,5.81,"Bregman, Alex",608324,669203,,ball,,,,,11,Alex Bregman flies out to center fielder Tyrone Taylor.,R,R,R,MIL,HOU,B,,,0,0,2023,0.09,1.01,-1.12,3.42,,,,0,5,Top,,,,,661388,,,-1.3067306920723103,-135.14932402476597,-2.528612999151989,1.4487768302051018,29.382487980265363,-19.48758547679148,3.1,1.46,,,,93.3,2412.0,6.5,718068,669203,661388,642133,668930,680911,642715,592885,621438,605119,53.99,,,,,,,,36,1,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,187.0,0.0,0.039,Alex,Bregman
FC,2023-05-22,93.4,-0.73,5.73,"Bregman, Alex",608324,669203,field_out,hit_into_play,,,,,2,Alex Bregman pops out to second baseman Brice Turang.,R,R,R,MIL,HOU,X,4.0,popup,3,1,2023,0.44,0.98,-0.19,3.05,,,,0,3,Top,142.63,128.52,,,661388,,,0.4180535824315342,-136.05329792308035,-3.306867433626019,5.339560825923042,30.79047536166496,-19.54254397652084,3.09,1.46,177.0,89.6,61.0,93.9,2581.0,6.6,718068,669203,661388,642133,668930,680911,642715,592885,621438,605119,53.87,0.006,0.005,0.0,1.0,0.0,0.0,3.0,19,5,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,191.0,0.021,-0.401,Alex,Bregman
