pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
FF,2023-05-24,94.5,-2.71,6.21,"Schwarber, Kyle",656941,668678,field_out,hit_into_play,,,,,11,Kyle Schwarber flies out to left fielder Corbin Carroll.,R,L,R,PHI,AZ,X,7.0,fly_ball,2,2,2023,-0.39,1.31,-1.21,2.48,,,547180.0,1,6,Bot,73.33,82.16,,,645444,,,4.800134632888877,-137.53903940087815,-6.983717282557466,-6.000301499353413,28.30114421446088,-14.250882492549302,3.19,1.53,318.0,90.3,36.0,94.8,2422.0,6.3,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.23,0.046,0.066,0.0,1.0,0.0,0.0,3.0,50,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Strategic,Standard,197.0,-0.014,-0.27,Kyle,Schwarber
CH,2023-05-24,86.8,-2.94,5.94,"Schwarber, Kyle",656941,668678,,foul,,,,,5,Kyle Schwarber flies out to left fielder Corbin Carroll.,R,L,R,PHI,AZ,S,,,2,1,2023,-1.2,0.48,-0.2,2.58,,,547180.0,1,6,Bot,,,,,645444,,,9.01311509459606,-126.21486135299403,-2.8860698212386344,-14.568852639437385,23.418984422859232,-26.68335895938121,3.19,1.53,124.0,77.0,78.0,87.3,1544.0,6.5,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.03,,,,,,,,50,4,Changeup,0,5,0,5,5,0,0,5,Strategic,Standard,223.0,0.0,-0.072,Kyle,Schwarber
KC,2023-05-24,82.6,-2.85,6.12,"Schwarber, Kyle",656941,668678,,ball,,,,,11,Kyle Schwarber flies out to left fielder Corbin Carroll.,R,L,R,PHI,AZ,B,,,1,1,2023,0.22,-1.02,-0.9,2.73,,,547180.0,1,6,Bot,,,,,645444,,,3.9932917120096074,-120.16830929856955,0.807835418338376,1.37530866029928,23.982341001491093,-42.45359897523702,3.38,1.52,,,,82.7,2569.0,6.4,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.1,,,,,,,,50,3,Knuckle Curve,0,5,0,5,5,0,0,5,Standard,Standard,38.0,0.0,0.06,Kyle,Schwarber
FC,2023-05-24,90.0,-2.76,6.08,"Schwarber, Kyle",656941,668678,,swinging_strike,,,,,6,Kyle Schwarber flies out to left fielder Corbin Carroll.,R,L,R,PHI,AZ,S,,,1,0,2023,0.58,0.62,0.8,2.43,,,547180.0,1,6,Bot,,,,,645444,,,7.610473039555872,-130.90378803831493,-4.4108222612339,5.158795044727452,27.071409153294667,-24.348708611034255,3.19,1.53,,,,90.2,2422.0,6.4,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.12,,,,,,,,50,2,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,183.0,0.0,-0.074,Kyle,Schwarber
KC,2023-05-24,82.9,-2.8,6.08,"Schwarber, Kyle",656941,668678,,blocked_ball,,,,,13,Kyle Schwarber flies out to left fielder Corbin Carroll.,R,L,R,PHI,AZ,B,,,0,0,2023,0.28,-1.12,-0.4,0.62,,,547180.0,1,6,Bot,,,,,645444,,,4.949115876789653,-120.68990864597576,-3.845686308513667,1.7855801741384905,23.552649303117366,-42.536309030537176,3.38,1.57,,,,83.2,2518.0,6.4,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.06,,,,,,,,50,1,Knuckle Curve,0,5,0,5,5,0,0,5,Standard,Standard,31.0,0.0,0.046,Kyle,Schwarber
FC,2023-05-24,91.3,-2.75,6.21,"Schwarber, Kyle",656941,668678,walk,ball,,,,,12,Kyle Schwarber walks.   Nick Castellanos to 2nd.,R,L,R,PHI,AZ,B,,,3,1,2023,0.6,0.52,1.58,2.65,,,592206.0,2,4,Bot,,,,,645444,,,9.566680798249266,-132.68673566779012,-4.210266722400386,5.172569860239012,26.927190300457006,-25.27945347080782,3.33,1.62,,,,91.3,2300.0,6.2,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.27,,,0.7,1.0,0.0,0.0,,32,5,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,176.0,0.013,0.125,Kyle,Schwarber
FF,2023-05-24,94.4,-2.79,6.29,"Schwarber, Kyle",656941,668678,,ball,,,,,14,Kyle Schwarber walks.   Nick Castellanos to 2nd.,R,L,R,PHI,AZ,B,,,2,1,2023,-0.18,1.65,0.35,1.2,,,592206.0,2,4,Bot,,,,,645444,,,8.560207581337442,-136.84860795307512,-11.201903003984569,-4.059999371106693,28.6629145171768,-9.07739976680142,3.41,1.54,,,,94.4,2455.0,6.4,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.13,,,,,,,,32,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,208.0,0.0,0.081,Kyle,Schwarber
CH,2023-05-24,86.9,-3.01,6.03,"Schwarber, Kyle",656941,668678,,called_strike,,,,,1,Kyle Schwarber walks.   Nick Castellanos to 2nd.,R,L,R,PHI,AZ,S,,,2,0,2023,-1.05,0.52,-0.46,3.32,,,592206.0,2,4,Bot,,,,,645444,,,8.256387439338035,-126.43361913378784,-1.419036724331319,-12.902307309465648,23.87370389745343,-26.465338698114408,3.41,1.5,,,,87.1,1556.0,6.3,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.22,,,,,,,,32,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,221.0,0.0,-0.035,Kyle,Schwarber
KC,2023-05-24,82.0,-2.81,6.16,"Schwarber, Kyle",656941,668678,,ball,,,,,14,Kyle Schwarber walks.   Nick Castellanos to 2nd.,R,L,R,PHI,AZ,B,,,1,0,2023,0.35,-1.14,0.76,0.85,,,592206.0,2,4,Bot,,,,,645444,,,7.386293795302984,-119.14870579869938,-3.1583257286118114,1.745070841536113,25.065620413404663,-42.47294552820759,3.36,1.59,,,,81.7,2566.0,6.4,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.11,,,,,,,,32,2,Knuckle Curve,0,5,0,5,5,0,0,5,Standard,Standard,38.0,0.0,0.032,Kyle,Schwarber
FC,2023-05-24,90.8,-2.74,6.15,"Schwarber, Kyle",656941,668678,,ball,,,,,14,Kyle Schwarber walks.   Nick Castellanos to 2nd.,R,L,R,PHI,AZ,B,,,0,0,2023,0.48,0.77,1.44,1.85,,,592206.0,2,4,Bot,,,,,645444,,,9.387940287662037,-131.92541941844817,-6.473771011762888,3.6767140188232017,27.243105599036895,-21.924025920851577,3.36,1.57,,,,90.3,2477.0,6.0,718043,668678,645444,572233,606466,656896,605113,682998,666150,656976,54.49,,,,,,,,32,1,Cutter,0,5,0,5,5,0,0,5,Strategic,Standard,188.0,0.0,0.027,Kyle,Schwarber
