pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
CU,2023-05-24,85.1,1.19,5.98,"Chapman, Matt",656305,663556,single,hit_into_play,,,,,5,Matt Chapman singles on a line drive to left fielder Randy Arozarena.,R,R,L,TB,TOR,X,7.0,line_drive,1,0,2023,-0.08,-0.31,0.16,2.37,,,,0,7,Top,55.48,108.96,,,542194,,,-2.300025525692553,-123.94955501104144,-1.5507281301502207,-0.3113273935038623,25.238781974787347,-35.26814418931944,3.44,1.64,153.0,86.3,11.0,86.5,2396.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.35,0.569,0.514,0.9,1.0,1.0,0.0,4.0,51,2,Curveball,5,1,1,5,1,5,1,5,Standard,Standard,296.0,-0.026,0.354,Matt,Chapman
CH,2023-05-24,85.7,1.21,6.07,"Chapman, Matt",656305,663556,,ball,,,,,12,Matt Chapman singles on a line drive to left fielder Randy Arozarena.,R,R,L,TB,TOR,B,,,0,0,2023,1.52,0.66,1.21,3.08,,,,0,7,Top,,,,,542194,,,-3.131036901275734,-124.69569235066992,-2.093999533101635,16.45169718529007,26.959884561686376,-25.06302007221316,3.54,1.74,,,,86.6,1688.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.44,,,,,,,,51,1,Changeup,5,1,1,5,1,5,1,5,Standard,Standard,118.0,0.0,0.039,Matt,Chapman
FF,2023-05-24,97.0,0.56,6.24,"Chapman, Matt",656305,663556,field_out,hit_into_play,,,,,9,Matt Chapman pops out to first baseman Luke Raley in foul territory.,R,R,L,TB,TOR,X,3.0,popup,0,1,2023,1.12,1.44,0.58,2.05,,,665489.0,1,4,Top,183.95,168.59,,,542194,,,-2.5314802813017643,-140.93186112924707,-9.02888018492175,15.441313213240823,33.28703793439153,-11.099631575295904,3.44,1.64,168.0,77.3,63.0,97.9,2184.0,7.0,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.53,0.006,0.006,0.0,1.0,0.0,0.0,3.0,29,2,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,140.0,0.033,-0.258,Matt,Chapman
CU,2023-05-24,84.8,0.93,6.01,"Chapman, Matt",656305,663556,,called_strike,,,,,5,Matt Chapman pops out to first baseman Luke Raley in foul territory.,R,R,L,TB,TOR,S,,,0,0,2023,-0.44,-0.51,-0.22,2.55,,,665489.0,1,4,Top,,,,,542194,,,-1.8339714457971472,-123.63594094650388,-0.7979283287492839,-4.190603404965142,23.14288325566037,-37.5028186881829,3.44,1.68,,,,86.4,2516.0,7.1,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.43,,,,,,,,29,1,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,308.0,0.0,-0.054,Matt,Chapman
FF,2023-05-24,95.5,1.09,6.21,"Chapman, Matt",656305,663556,field_out,hit_into_play,,,,,8,Matt Chapman flies out to center fielder Jose Siri.,R,R,L,TB,TOR,X,8.0,fly_ball,0,1,2023,0.72,1.54,-0.25,1.73,,,,0,2,Top,139.76,52.62,,,542194,,,-5.219552846120395,-138.58874292781064,-9.721795770267358,10.5007232843507,33.3865284523259,-10.25843659831518,3.44,1.64,364.0,97.9,34.0,96.4,2255.0,7.2,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.34,0.269,0.544,0.0,1.0,0.0,0.0,5.0,10,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,147.0,0.024,-0.198,Matt,Chapman
FF,2023-05-24,94.5,1.15,6.26,"Chapman, Matt",656305,663556,,swinging_strike,,,,,6,Matt Chapman flies out to center fielder Jose Siri.,R,R,L,TB,TOR,S,,,0,0,2023,0.59,1.58,0.36,2.77,,,,0,2,Top,,,,,542194,,,-3.434399586789852,-137.39689640035914,-6.9738529731320495,8.307749602658628,32.558293867682856,-10.787963738994447,3.44,1.64,,,,95.4,2208.0,7.0,718044,663556,542194,670042,670764,670623,677551,668227,642350,622534,53.51,,,,,,,,10,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,147.0,0.0,-0.037,Matt,Chapman
SI,2023-05-24,90.5,-1.81,3.68,"Chapman, Matt",656305,687330,grounded_into_double_play,hit_into_play,,,,,7,"Matt Chapman grounds into a double play, second baseman Taylor Walls to first baseman Luke Raley.   Vladimir Guerrero Jr.  out at 2nd.    Matt Chapman out at 1st.",R,R,R,TB,TOR,X,4.0,ground_ball,2,2,2023,-1.34,-0.3,-0.5,1.83,,666182.0,665489.0,1,8,Top,128.88,153.46,,,542194,,,6.32138629310003,-131.56258362138297,2.103441256366138,-16.91211339318527,29.494060530567907,-36.41500253221327,3.44,1.64,5.0,105.6,-16.0,92.8,2145.0,7.8,718044,687330,542194,670042,670764,670623,677551,668227,642350,622534,52.66,0.186,0.167,0.0,1.0,0.0,0.0,2.0,64,5,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,248.0,0.147,-0.543,Matt,Chapman
ST,2023-05-24,76.8,-1.85,3.68,"Chapman, Matt",656305,687330,,ball,,,,,14,"Matt Chapman grounds into a double play, second baseman Taylor Walls to first baseman Luke Raley.   Vladimir Guerrero Jr.  out at 2nd.    Matt Chapman out at 1st.",R,R,R,TB,TOR,B,,,1,2,2023,1.73,0.3,2.15,1.34,,666182.0,665489.0,1,8,Top,,,,,542194,,,5.436232744228136,-111.4962384660196,1.7565203102227562,12.91205656331502,25.151724264120613,-30.384265367832988,3.5,1.72,,,,77.6,2619.0,7.6,718044,687330,542194,670042,670764,670623,677551,668227,642350,622534,52.94,,,,,,,,64,4,Sweeper,5,3,3,5,3,5,3,5,Standard,Standard,79.0,0.0,0.036,Matt,Chapman
ST,2023-05-24,75.0,-1.91,3.52,"Chapman, Matt",656305,687330,,swinging_strike,,,,,14,"Matt Chapman grounds into a double play, second baseman Taylor Walls to first baseman Luke Raley.   Vladimir Guerrero Jr.  out at 2nd.    Matt Chapman out at 1st.",R,R,R,TB,TOR,S,,,1,1,2023,1.69,0.42,0.4,1.44,,666182.0,665489.0,1,8,Top,,,,,542194,,,1.804337182943884,-109.0685284005255,2.370261278395137,12.887369994006288,23.77610389392563,-29.651571078585796,3.44,1.64,,,,75.9,2543.0,7.5,718044,687330,542194,670042,670764,670623,677551,668227,642350,622534,52.99,,,,,,,,64,3,Sweeper,5,3,3,5,3,5,3,5,Standard,Standard,84.0,0.0,-0.108,Matt,Chapman
SI,2023-05-24,90.9,-1.64,3.8,"Chapman, Matt",656305,687330,,ball,,,,,14,"Matt Chapman grounds into a double play, second baseman Taylor Walls to first baseman Luke Raley.   Vladimir Guerrero Jr.  out at 2nd.    Matt Chapman out at 1st.",R,R,R,TB,TOR,B,,,0,1,2023,-1.47,0.05,1.89,1.39,,666182.0,665489.0,1,8,Top,,,,,542194,,,12.282136452477442,-131.80484919696292,-0.1253324679472718,-19.819310544347903,29.858617214068804,-31.787219287092885,3.57,1.79,,,,92.7,2022.0,7.7,718044,687330,542194,670042,670764,670623,677551,668227,642350,622534,52.81,,,,,,,,64,2,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,251.0,0.0,0.086,Matt,Chapman
SI,2023-05-24,89.7,-1.78,3.9,"Chapman, Matt",656305,687330,,called_strike,,,,,1,"Matt Chapman grounds into a double play, second baseman Taylor Walls to first baseman Luke Raley.   Vladimir Guerrero Jr.  out at 2nd.    Matt Chapman out at 1st.",R,R,R,TB,TOR,S,,,0,0,2023,-1.41,-0.1,-0.32,3.33,,666182.0,665489.0,1,8,Top,,,,,542194,,,6.805752444195454,-130.34144586068825,4.992920324347139,-17.548594728732965,28.412093847369515,-34.66607285107465,3.57,1.79,,,,92.2,2050.0,7.9,718044,687330,542194,670042,670764,670623,677551,668227,642350,622534,52.58,,,,,,,,64,1,Sinker,5,3,3,5,3,5,3,5,Standard,Standard,250.0,0.0,-0.091,Matt,Chapman
FC,2023-05-23,88.2,-1.6,5.9,"Chapman, Matt",656305,671737,field_out,hit_into_play,,,,,8,"Matt Chapman grounds out, shortstop Wander Franco to first baseman Luke Raley.",R,R,R,TB,TOR,X,6.0,ground_ball,0,0,2023,0.42,0.54,0.03,1.65,,,474832.0,2,3,Top,98.44,150.62,,,642336,,,3.1388278979680484,-128.40128721017783,-5.420071035816098,3.978615971757004,26.0074593710804,-25.334199914540328,3.42,1.6,5.0,70.2,-20.0,89.1,2308.0,6.8,718061,671737,642336,670042,670764,670623,677551,668227,642350,666139,53.75,0.051,0.054,0.0,1.0,0.0,0.0,2.0,24,1,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,163.0,0.018,-0.244,Matt,Chapman
EP,2023-05-23,50.7,-1.12,7.05,"Chapman, Matt",656305,670042,home_run,hit_into_play,,,,,1,Matt Chapman homers (7) on a line drive to left center field.   Cavan Biggio scores.,R,R,R,TB,TOR,X,,line_drive,0,0,2023,0.08,0.9,-0.32,2.86,,,624415.0,2,9,Top,66.83,76.0,,,642336,,,0.990830953789298,-73.64987790448504,3.651528076477692,0.168074714385092,9.543761540086924,-29.634531857782758,3.42,1.6,384.0,114.3,19.0,49.3,1160.0,5.0,718061,670042,642336,623912,670764,670623,677551,668227,642350,666139,55.5,0.917,1.534,2.0,1.0,0.0,3.0,6.0,81,1,Eephus,1,15,15,1,17,1,17,1,Standard,Strategic,190.0,0.0,1.86,Matt,Chapman
FF,2023-05-23,95.1,-1.54,6.01,"Chapman, Matt",656305,671737,strikeout,called_strike,,,,,7,Matt Chapman called out on strikes.,R,R,R,TB,TOR,S,2.0,,2,2,2023,-0.51,1.78,-0.58,1.78,,666182.0,665489.0,1,1,Top,,,,,642336,,,3.700659964842772,-138.1326549478355,-9.445643944593735,-7.39955369401501,33.528455439566685,-7.485253213972701,3.47,1.68,,,,95.6,2301.0,6.9,718061,671737,642336,670042,670764,670623,677551,668227,642350,666139,53.63,,,0.0,1.0,0.0,0.0,,5,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,206.0,0.038,-0.415,Matt,Chapman
FC,2023-05-23,88.9,-1.6,6.07,"Chapman, Matt",656305,671737,,called_strike,,,,,1,Matt Chapman called out on strikes.,R,R,R,TB,TOR,S,,,2,1,2023,0.52,0.75,-0.54,3.47,,666182.0,665489.0,1,1,Top,,,,,642336,,,1.5102326415338632,-129.47204329409504,-1.9591027585468597,5.570853618649704,26.19180288376997,-23.54702188944459,3.49,1.68,,,,90.6,2306.0,7.2,718061,671737,642336,670042,670764,670623,677551,668227,642350,666139,53.31,,,,,,,,5,4,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,166.0,0.0,-0.143,Matt,Chapman
CH,2023-05-23,89.2,-1.65,6.01,"Chapman, Matt",656305,671737,,ball,,,,,11,Matt Chapman called out on strikes.,R,R,R,TB,TOR,B,,,1,1,2023,-1.17,0.75,-1.86,2.96,,666182.0,665489.0,1,1,Top,,,,,642336,,,1.9581447388565087,-129.96269367485257,-3.0706523078462635,-13.651962872551705,27.26560811865107,-23.28885030053477,3.44,1.66,,,,90.3,1325.0,6.9,718061,671737,642336,670042,670764,670623,677551,668227,642350,666139,53.63,,,,,,,,5,3,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,199.0,0.0,0.071,Matt,Chapman
FF,2023-05-23,95.0,-1.59,6.08,"Chapman, Matt",656305,671737,,called_strike,,,,,1,Matt Chapman called out on strikes.,R,R,R,TB,TOR,S,,,1,0,2023,-0.33,1.79,-0.41,3.11,,666182.0,665489.0,1,1,Top,,,,,642336,,,3.853783584048291,-138.22195471732613,-6.181223459035111,-5.075555269948957,32.719599189957975,-8.038206953616761,3.53,1.7,,,,95.5,2387.0,6.8,718061,671737,642336,670042,670764,670623,677551,668227,642350,666139,53.75,,,,,,,,5,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,201.0,0.0,-0.115,Matt,Chapman
FC,2023-05-23,88.9,-1.71,6.02,"Chapman, Matt",656305,671737,,ball,,,,,2,Matt Chapman called out on strikes.,R,R,R,TB,TOR,B,,,0,0,2023,0.7,0.7,-0.13,3.42,,666182.0,665489.0,1,1,Top,,,,,642336,,,2.404488712331927,-129.56685110310335,-1.8170601136028943,7.436910191402035,26.40991275071045,-24.162841419906684,3.44,1.66,,,,89.1,2361.0,6.3,718061,671737,642336,670042,670764,670623,677551,668227,642350,666139,54.21,,,,,,,,5,1,Cutter,0,1,1,0,1,0,1,0,Standard,Standard,163.0,0.0,0.11,Matt,Chapman
EP,2023-05-23,51.8,-1.11,6.98,"Chapman, Matt",656305,670042,single,hit_into_play,,,,,2,Matt Chapman singles on a sharp line drive to right fielder Josh Lowe.   Bo Bichette scores.,R,R,R,TB,TOR,X,9.0,line_drive,0,0,2023,0.12,0.6,-0.26,3.14,,666182.0,,2,8,Top,206.1,79.2,,,642336,,,1.0492500337465944,-75.14517788151343,4.169835564887586,0.3061586904789995,9.9652121974076,-30.71164240707786,3.42,1.6,356.0,104.3,22.0,50.4,1086.0,5.2,718061,670042,642336,623912,670764,670623,677551,668227,642350,666139,55.33,0.766,1.234,0.9,1.0,1.0,0.0,6.0,69,1,Eephus,1,10,10,1,11,1,11,1,Standard,Standard,186.0,-0.001,0.765,Matt,Chapman
SL,2023-05-23,86.1,-2.55,5.6,"Chapman, Matt",656305,641420,walk,ball,,,,,14,Matt Chapman walks.,R,R,R,TB,TOR,B,,,3,2,2023,0.34,-0.09,0.91,1.68,,,,1,5,Top,,,,,642336,,,7.550719524687961,-125.12800572567716,-2.856615388782184,1.970398749935671,26.001966457523935,-32.68400801280951,3.47,1.62,,,,86.3,2629.0,6.5,718061,641420,642336,670042,670764,670623,677551,668227,642350,666139,53.97,,,0.7,1.0,0.0,0.0,,39,6,Slider,0,4,4,0,4,0,4,0,Standard,Standard,56.0,-0.008,0.235,Matt,Chapman
