pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,player_first_name,player_last_name
FF,2023-05-24,93.0,2.38,5.39,"Arozarena, Randy",668227,579328,field_out,hit_into_play,,,,,3,Randy Arozarena pops out to third baseman Matt Chapman in foul territory.,R,R,L,TB,TOR,X,5.0,popup,1,2,2023,0.82,1.29,0.42,3.37,,,677551.0,2,4,Bot,69.58,154.67,,,643376,,,-6.915049251884544,-135.2580898534252,-2.202984327434642,11.68673374261098,32.6120102785119,-16.109944715319006,3.27,1.54,201.0,99.9,61.0,93.4,2211,6.8,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.69,0.014,0.013,0.0,1.0,0.0,0.0,3.0,36,5,4-Seam Fastball,5,1,5,1,1,5,5,1,Strategic,Standard,138,-0.007,-0.176,Randy,Arozarena
CH,2023-05-24,87.2,2.01,5.51,"Arozarena, Randy",668227,579328,,foul,,,,,9,Randy Arozarena pops out to third baseman Matt Chapman in foul territory.,R,R,L,TB,TOR,S,,,1,2,2023,0.9,0.3,0.78,1.87,,,677551.0,2,4,Bot,,,,,643376,,,-4.879932354887709,-126.90192021535644,-3.252715452631766,10.753972743302413,24.89865441304872,-28.494180611083056,3.27,1.54,161.0,77.8,71.0,88.4,1528,6.9,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.56,,,,,,,,36,4,Changeup,5,1,5,1,1,5,5,1,Strategic,Standard,141,0.0,0.0,Randy,Arozarena
FF,2023-05-24,93.6,2.39,5.38,"Arozarena, Randy",668227,579328,,ball,,,,,11,Randy Arozarena pops out to third baseman Matt Chapman in foul territory.,R,R,L,TB,TOR,B,,,0,2,2023,0.7,1.62,-0.26,3.82,,,677551.0,2,4,Bot,,,,,643376,,,-8.457913086429901,-136.00171472750523,-1.799590882147034,10.611870935891506,31.704255479835588,-12.01261564291968,3.27,1.63,,,,94.1,2303,6.8,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.68,,,,,,,,36,3,4-Seam Fastball,5,1,5,1,1,5,5,1,Strategic,Standard,136,0.0,0.005,Randy,Arozarena
CH,2023-05-24,87.7,1.96,5.46,"Arozarena, Randy",668227,579328,,swinging_strike,,,,,8,Randy Arozarena pops out to third baseman Matt Chapman in foul territory.,R,R,L,TB,TOR,S,,,0,1,2023,0.75,0.22,0.0,1.54,,,677551.0,2,4,Bot,,,,,643376,,,-6.376379308747659,-127.5538758936834,-3.8736687852090217,9.430844332970588,24.58481542204879,-29.19932320552303,3.27,1.54,,,,89.1,1474,7.1,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.44,,,,,,,,36,2,Changeup,5,1,5,1,1,5,5,1,Strategic,Standard,136,0.0,-0.036,Randy,Arozarena
CH,2023-05-24,90.5,2.27,5.44,"Arozarena, Randy",668227,579328,,foul,,,,,7,Randy Arozarena pops out to third baseman Matt Chapman in foul territory.,R,R,L,TB,TOR,S,,,0,0,2023,0.43,0.61,-0.5,1.84,,,677551.0,2,4,Bot,,,,,643376,,,-7.906238713969437,-131.58838746253423,-4.412038746415328,6.604984907335972,26.48662702523743,-24.338736316793387,3.27,1.54,195.0,108.6,11.0,91.6,2345,6.9,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.64,,,,,,,,36,1,Changeup,5,1,5,1,1,5,5,1,Strategic,Standard,148,0.0,-0.036,Randy,Arozarena
SL,2023-05-24,90.4,2.18,5.44,"Arozarena, Randy",668227,579328,walk,ball,,,,,13,Randy Arozarena walks.,R,R,L,TB,TOR,B,,,3,0,2023,0.08,0.5,-0.67,1.06,,,,0,3,Bot,,,,,643376,,,-7.370269174094124,-131.35746893227716,-6.106235298234863,2.4576214727723547,27.43335207998333,-25.2492401108681,3.19,1.44,,,,91.6,2275,7.0,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.45,,,0.7,1.0,0.0,0.0,,22,4,Slider,3,0,3,0,0,3,3,0,Strategic,Standard,154,0.016,0.152,Randy,Arozarena
SL,2023-05-24,90.6,2.23,5.46,"Arozarena, Randy",668227,579328,,ball,,,,,12,Randy Arozarena walks.,R,R,L,TB,TOR,B,,,2,0,2023,0.14,0.62,1.51,3.06,,,,0,3,Bot,,,,,643376,,,-2.121693070962179,-132.0685042110079,-1.394340401086125,2.109594620277843,27.69600100442122,-24.885047845967637,3.27,1.63,,,,91.7,2283,6.8,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.65,,,,,,,,22,3,Slider,3,0,3,0,0,3,3,0,Strategic,Standard,159,0.0,0.138,Randy,Arozarena
FF,2023-05-24,93.7,2.15,5.36,"Arozarena, Randy",668227,579328,,ball,,,,,13,Randy Arozarena walks.,R,R,L,TB,TOR,B,,,1,0,2023,0.87,1.49,-0.42,1.21,,,,0,3,Bot,,,,,643376,,,-8.664314728574162,-136.02752302581771,-8.359758742879833,12.774268301941062,30.265101567513835,-11.916221986508353,3.27,1.66,,,,94.7,2224,7.1,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.44,,,,,,,,22,2,4-Seam Fastball,3,0,3,0,0,3,3,0,Strategic,Standard,111,0.0,0.066,Randy,Arozarena
CU,2023-05-24,82.5,2.09,5.45,"Arozarena, Randy",668227,579328,,ball,,,,,12,Randy Arozarena walks.,R,R,L,TB,TOR,B,,,0,0,2023,-0.36,0.58,0.2,3.41,,,,0,3,Bot,,,,,643376,,,-3.635589033758137,-120.17784107058792,0.7176637062017628,-2.837764537541315,22.16855165892308,-26.893238339192823,3.19,1.58,,,,83.5,2318,6.8,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.69,,,,,,,,22,1,Curveball,3,0,3,0,0,3,3,0,Strategic,Standard,276,0.0,0.039,Randy,Arozarena
SL,2023-05-24,92.3,2.14,5.57,"Arozarena, Randy",668227,579328,single,hit_into_play,,,,,7,Randy Arozarena singles on a ground ball to shortstop Bo Bichette.   Wander Franco to 3rd.,R,R,L,TB,TOR,X,6.0,ground_ball,1,0,2023,0.36,0.79,-0.35,1.93,,677551.0,,2,1,Bot,101.05,157.7,,,643376,,,-7.220556162062798,-134.28738213230116,-5.259471459949642,5.820052566407108,27.108655602168987,-21.71741937587219,3.27,1.54,8.0,89.2,-13.0,93.6,2299,6.9,718044,579328,643376,665489,676391,656305,666182,593160,662139,664770,53.59,0.106,0.095,0.9,1.0,1.0,0.0,2.0,7,2,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,153,0.014,0.729,Randy,Arozarena
